課,見出し,読み,アクセント,ローマ字,英訳,品詞,補足情報,サブ活動
1,おはよう（ございます）,おはよう（ございます）,おはよう（ございま↓す）,ohayoo (gozaimasu),Good morning.,Exp,,
1,こんにちは,こんにちは,こんにちは○,konnichiwa,Good afternoon.,Exp,,
1,こんばんは,こんばんは,こんばんは○,konbanwa,Good evening.,Exp,,
1,お先に失礼します,おさきにしつれいします,おさきにしつ↓れいします,osaki ni shitsureeshimasu,Goodbye. (I'll take my leave before you.),Exp,,
1,お疲れさま（でした）,おつかれさま（でした）,おつかれさま（で↓した）,otsukaresama (deshita),Goodbye. (Thank you for your hard work.),Exp,,
1,おやすみ（なさい）,おやすみ（なさい）,おやすみ（なさい）○,oyasumi (nasai),Good night. ,Exp,,
1,失礼します,しつれいします,しつ↓れいします,shitsureeshimasu,Goodbye.,Exp,,
1,じゃあ、また,じゃあ、また,じゃ↓あ、また○,"jaa, mata",See you later.,Exp,,
1,あめ,あめ,あめ○,ame,candy,N,,お礼を言う
1,ありがとうございます,ありがとうございます,あり↓がとうございます,arigatoo gozaimasu,Thank you.,Exp,,お礼を言う
1,いいえ,いいえ,いいえ○,iie,You're welcome.,Exp,,お礼を言う
1,痛い！,いたい！,いた↓い！,itai !,Ouch！,Exp,,謝る
1,落としましたよ,おとしましたよ,おとしま↓したよ,otoshimashita yo,You dropped this.,Exp,,お礼を言う
1,ごめん,ごめん,ごめん○,gomen,Sorry.,Exp,,謝る
1,すみません,すみません,すみませ↓ん,sumimasen,Thank you.,Exp,,お礼を言う
1,すみません,すみません,すみませ↓ん,sumimasen,I'm sorry.,Exp,,謝る
1,どうぞ,どうぞ,ど↓うぞ,doozo,Here you go.,Exp,,お礼を言う
1,どうも,どうも,ど↓うも,doomo,Thanks.,Exp,,お礼を言う
1,（どうも）ありがとう,（どうも）ありがとう,（ど↓うも）　あり↓がとう,(doomo) arigatoo,Thank you very much.,Exp,,お礼を言う
1,わあ,わあ,わあ○,waa,Oh! (expresses surprise),Exp,,お礼を言う
1,これ,これ,これ○,kore,this,N,指示表現,お礼を言う
1,プレゼント,プレゼント,プレ↓ゼント,purezento,present,N,,お礼を言う
1,おめでとうございます,おめでとうございます,おめでとうございま↓す,omedetoo gozaimasu,Congratulations.,Exp,,
1,わかりました,わかりました,わかりま↓した,wakarimashita,I understand.,Exp,,
2,1,いち,いち↓,ichi,one,N,数字,
2,言ってください,いってください,いってくださ↓い,itte kudasai,Please say ～.,Exp,,
2,お願いします,おねがいします,おねがいしま↓す,onegaishimasu,Please. ,Exp,,
2,書いてください,かいてください,か↓いてくださ↓い,kaite kudasai,Please write ～.,Exp,,
2,見せてください,みせてください,み↓せてくださ↓い,misete kudasai,Please show me ～.,Exp,,
2,わかりました,わかりました,わかりま↓した,wakarimashita,I understand.,Exp,,
2,わかりません,わかりません,わかりませ↓ん,wakarimasen,I do not understand.,Exp,,
2,9,きゅう,きゅ↓う,kyuu,nine,N,数字,
2,5,ご,ご↓,go,five,N,数字,
2,ここ,ここ,ここ○,koko,here,N,指示表現,
2,在留カード,ざいりゅうカード,ざいりゅうカ↓ード,zairyuu-kaado,residence card,N,,
2,3,さん,さん○,san,three,N,数字,
2,10,じゅう,じゅ↓う,juu,ten,N,数字,
2,0,ゼロ,ゼ↓ロ,zero,zero,N,数字,
2,7,なな,な↓な,nana,seven,N,数字,
2,名前,なまえ,なまえ○,namae,name,N,,
2,2,に,に↓,ni,two,N,数字,
2,8,はち,はち↓,hachi,eight,N,数字,
2,部屋,へや,へや↓,heya,room,N,,
2,もういちど,もういちど,もういちど○,moo ichido,once more,,副詞的表現,
2,もう少し,もうすこし,もうすこ↓し,moo sukoshi,a little.,,副詞的表現,
2,ゆっくり,ゆっくり,ゆっく↓り,yukkuri,slowly,,副詞的表現,
2,よく,よく,よ↓く,yoku,(not) really,,副詞的表現,
2,4,よん,よ↓ん,yon,four,N,数字,
2,6,ろく,ろく↓,roku,six,N,数字,
2,インドネシア語,インドネシアご,インドネシアご○,indoneshiago,Indonesian language,N,,
2,英語,えいご,えいご○,eego,English language,N,,
2,お客さん,おきゃくさん,おきゃくさん○,okyakusan,customer (used to address a customer if their name isn't known),N,,
2,あのう,あのう,あのう○,anoo,Um… (used when the speaker wants to start talking to someone),Exp,,
2,じゃあ,じゃあ,じゃ↓あ,jaa,Well then…,Exp,,
2,できます,できます,できま↓す,dekimasu,I can speak / understand it.,Exp,,
2,できますか？,できますか？,できま↓すか？,dekimasu ka?,Can you speak it?,Exp,,
2,はい、どうぞ,はい、どうぞ,はい○、ど↓うぞ,"hai, doozo",Here you go.,Exp,,
2,わかります,わかります,わかりま↓す,wakarimasu,I understand.,Exp,,
2,わかりますか？,わかりますか？,わかりま↓すか？,wakarimasu ka?,Do you understand?,Exp,,
2,少し,すこし,すこ↓し,sukoshi,a little / a few,,副詞的表現,
2,中国語,ちゅうごくご,ちゅうごくご○,chuugokugo,Chinese language,N,,
2,日本語,にほんご,にほんご○,nihongo,Japanese language,N,,
2,はい,はい,は↓い,hai,yes,,,
2,え？,え?,え↓?,e?,Huh? / What? / Pardon?,Exp,,
2,そうそう,そうそう,そ↓う　そ↓う,soo soo,That's right.,Exp,,
2,何ですか？,なんですか？,な↓んですか？,nan desu ka?,What is it?,Exp,,
2,何と言いますか？,なんといいますか？,な↓んといいま↓すか？,nan to iimasu ka?,What do you call it?,Exp,,
2,蚊,か,か○,ka,mosquito,N,,
2,傘,かさ,か↓さ,kasa,umbrella,N,,
2,消しゴム,けしゴム,けしゴム○,keshigomu,eraser,N,,
2,スマホ,スマホ,スマホ○,sumaho,smartphone,N,,
2,何,なん,な↓ん,nan,what,N,疑問表現,
2,日本語で,にほんごで,にほんごで○,nihongo de,in Japanese,,,
2,免許証,めんきょしょう,めんきょしょう○／めんきょ↓しょう,menkyoshoo,license,N,,
3,（どうぞ）よろしくお願いします,（どうぞ）よろしくおねがいします,（ど↓うぞ）　よろしくおねがいしま↓す,(doozo) yoroshiku onegaishimasu,Nice to meet you.,Exp,,
3,はじめまして,はじめまして,はじめま↓して,hajimemashite,Hello. (said when meeting someone for the first time),Exp,,
3,～から来ました,～からきました,～からきま↓した,～kara kimashita,came　from ～,,,
3,韓国,かんこく,か↓んこく,Kankoku,South Korea,N,国名,
3,来る／来ます,くる／きます,く↓る／きま↓す,kuru / kimas,to come,V［3］,,
3,タイ,タイ,タ↓イ,Tai,Thailand,N,国名,
3,ブラジル,ブラジル,ブラジル○,Burajiru,Brazil,N,国名,
3,ミャンマー,ミャンマー,ミャ↓ンマー,Myanmaa,Myanmar,N,国名,
3,私,わたし,わたし○,watashi,I / myself,N,,
3,インドネシア,インドネシア,インドネ↓シア,Indoneshia,Indonesia,N,国名,
3,同じ,おなじ,おなじ○,onaji,same,,,
3,えーと,えーと,えーと○,eeto,Er… (expresses that the speaker is thinking),Exp,,
3,～からですか？,～からですか？,～から↓ですか？,～kara desu ka?,Are you from ～?,Exp,,
3,会社,かいしゃ,かいしゃ○,kaisha,company,N,,
3,そうですか,そうですか,そ↓うですか,soo desu ka,I see. (indicates that the speaker has understood what the other person is saying),Exp,,
3,どちらからですか？,どちらからですか？,ど↓ちらから↓ですか？,dochira kara desu ka?,Where are you from?,Exp,,
3,カンボジア,カンボジア,カンボジア○,Kanbojia,Cambodia,N,国名,
3,国／お国,くに／おくに,くに○／おくに○,kuni / okuni,country /  (your) country,N,,
3,出身／ご出身,しゅっしん／ごしゅっしん,しゅっしん○／ごしゅっしん○,shusshin / goshusshin,hometown / (your) hometown,N,,
3,どちら,どちら,ど↓ちら,dochira  ,where (polite expression),N,疑問表現,
3,友だち,ともだち,ともだち○,tomodachi,friend,N,,
3,名前／お名前 ,なまえ／おなまえ,なまえ○／おなまえ○,namae / onamae,name,N,,
3,ハノイ,ハノイ,ハ↓ノイ,Hanoi,Hanoi,N,地域・都市,
3,フエ,フエ,フ↓エ,Fue,Hue,N,地域・都市,
3,ベトナム,ベトナム,ベトナム○,Betonamu,Vietnam,N,国名,
3,みなさん,みなさん,みな↓さん,minasan,all of you,N,,
3,～月　（12月）,～がつ　（じゅうにがつ）,～がつ　（じゅうにがつ○）,～gatsu　(juuni-gatsu),month of the year　(e.g. 12th month = December),,接頭/接尾,
3,国籍,こくせき,こくせき○,kokuseki,nationality,N,,
3,住所,じゅうしょ,じゅ↓うしょ,juusho,address,N,,
3,生年月日,せいねんがっぴ,せいねんが↓っぴ,seenengappi,date of birth,N,,
3,西暦,せいれき,せいれき○,seereki,Gregorian calendar,N,,
3,電話番号,でんわばんごう,でんわば↓んごう,denwa-bangoo,telephone number,N,,
3,～日,～にち,～にち,～nichi,day of the month,,接頭/接尾,
3,～年,～ねん,～ねん,～nen,year,,接頭/接尾,
3,メール,メール,メール○,meeru,email,N,,
3,申込書,もうしこみしょ,もうしこみしょ○,mooshikomisho,application form,N,,
4,兄,あに,あ↓に,ani,(my) elder brother,N,,
4,姉,あね,あね○,ane,(my) elder sister,N,,
4,妹,いもうと,いもうと↓,imooto,(my) younger sister,N,,
4,夫,おっと,おっと○,otto,(my) husband,N,,
4,弟,おとうと,おとうと↓,otooto,(my) younger brother,N,,
4,あれ？,あれ？,あれ？○,are?,Oh? (expresses surprise),Exp,,
4,紹介します,しょうかいします,しょうかいしま↓す,shookai-shimasu,I will introduce you.,Exp,,
4,（どうぞ）よろしく,（どうぞ）よろしく,（ど↓うぞ）　よろしく○,(doozo) yoroshiku,I look forward to getting to know you.,Exp,,
4,こちら,こちら,こちら○,kochira,this is (used when introducing someone),N,指示表現,
4,子ども,こども,こども○,kodomo,child,N,,
4,紹介する,しょうかいする,しょうかいする○,shookai-suru,to introduce,V［3］,,
4,～先生,～せんせい,～せんせ↓い,～sensee,～ sensee (suffix for teacher),N,,
4,父,ちち,ち↓ち,chichi,(my) father,N,,
4,妻,つま,つ↓ま,tsuma,(my) wife,N,,
4,母,はは,は↓は,haha,(my) mother,N,,
4,いくつ,いくつ,い↓くつ,ikutsu,how old (asking age),N,疑問表現,
4,うちの,うちの,うちの○,uchi no,my / our,,,
4,家族／ご家族,かぞく／ごかぞく,か↓ぞく／ごか↓ぞく,kazoku / gokazoku,family / (your) family,N,,
4,そう,そう,そ↓う,soo,I see. (a casual way of saying そうですか),Exp,,
4,90,きゅうじゅう,きゅ↓うじゅう,kyuujuu,ninety,N,数字,
4,50,ごじゅう,ごじゅ↓う,gojuu,fifty,N,数字,
4,～歳,～さい,～さい,～sai,～ years old,,接頭/接尾,
4,30,さんじゅう,さ↓んじゅう,sanjuu,thirty,N,数字,
4,11,じゅういち,じゅういち↓,juu-ichi,eleven,N,数字,
4,19,じゅうきゅう,じゅうきゅ↓う,juu-kyuu,nineteen,N,数字,
4,15,じゅうご,じゅうご↓,juu-go,fifteen,N,数字,
4,13,じゅうさん,じゅうさ↓ん,juu-san,thirteen,N,数字,
4,17,じゅうなな,じゅうな↓な,juu-nana,seventeen,N,数字,
4,12,じゅうに,じゅうに↓,juu-ni,twelve,N,数字,
4,18,じゅうはち,じゅうはち↓,juu-hachi,eighteen,N,数字,
4,14,じゅうよん,じゅうよ↓ん,juu-yon,fourteen,N,数字,
4,16,じゅうろく,じゅうろく↓,juu-roku,sixteen,N,数字,
4,住む,すむ,す↓む,sumu,to live,V［1］,,
4,住んでいます,すんでいます,す↓んでいま↓す,sunde imasu,live,,,
4,それから,それから,それから○,sorekara,and then,,接続表現,
4,どこ,どこ,ど↓こ,doko,where,N,疑問表現,
4,70,ななじゅう,なな↓じゅう,nanajuu,seventy,N,数字,
4,何歳,なんさい,な↓んさい,nan-sai,how old,N,疑問表現,
4,20,にじゅう,に↓じゅう,nijuu,twenty,N,数字,
4,20歳,にじゅっさい／はたち,にじゅ↓っさい／は↓たち,nijussai / hatachi,twenty years old,N,,
4,80,はちじゅう,はちじゅ↓う,hachijuu,eighty,N,数字,
4,フィリピン,フィリピン,フィ↓リピン,Firipin,the Philippines,N,国名,
4,40,よんじゅう,よ↓んじゅう,yonjuu,forty,N,数字,
4,60,ろくじゅう,ろくじゅ↓う,rokujuu,sixty,N,数字,
4,犬,いぬ,いぬ↓,inu,dog,N,,
4,おじいさん,おじいさん,おじ↓いさん,ojiisan,old male ,N,,
4,かわいいですね,かわいいですね,かわい↓いですね,kawaii desu ne,How cute!,Exp,,
4,へー,へー,へー○,hee,Oh. (expresses slight interest),Exp,,
4,恋人,こいびと,こいびと○,koibito,boyfriend / girlfriend,N,,
4,だれ,だれ,だ↓れ,dare,who,N,疑問表現,
4,東京,とうきょう,とうきょう○,Tookyoo,Tokyo,N,地域・都市,
4,日本,にほん,にほ↓ん,Nihon,Japan,N,国名,
4,ペット,ペット,ペ↓ット,petto,pet,N,,
4,海,うみ,う↓み,umi,sea / ocean,N,,
4,最高,さいこう,さいこう○,saikoo,fantastic,N,,
4,誕生日,たんじょうび,たんじょ↓うび,tanjoobi,birthday,N,,
4,ツーショット,ツーショット,ツーショ↓ット,tsuushotto,a photograph of two people,N,,
4,天気／お天気,てんき／おてんき,て↓んき／おて↓んき,tenki / otenki,weather,N,,
5,好きです,すきです,すき↓です,suki desu,I like it.,Exp,,
5,魚,さかな,さかな○,sakana,fish,N,,
5,肉,にく,にく↓,niku,meat,N,,
5,野菜,やさい,やさい○,yasai,vegetable,N,,
5,うどん,うどん,うどん○,udon,udon noodles,N,,
5,梅干し,うめぼし,うめぼし○,umeboshi,umeboshi (pickled plum),N,,
5,カレー,カレー,カレー○,karee,curry ,N,,
5,牛丼,ぎゅうどん,ぎゅうどん○,gyuudon,beef bowl,N,,
5,すごい！,すごい！,すご↓い！,sugoi !,Wow!,Exp,,
5,だいじょうぶですか？,だいじょうぶですか？,だいじょ↓うぶですか？,daijoobu desu ka?,Is it okay?,Exp,,
5,～はちょっと…,～はちょっと…,～はちょ↓っと…,～wa chotto…,I don't really like ～.,Exp,,
5,刺身,さしみ,さしみ↓,sashimi,sashimi (sliced raw fish),N,,
5,すし,すし,すし↓,sushi,sushi,N,,
5,そば,そば,そ↓ば,soba,soba noodles,N,,
5,食べ物,たべもの,たべも↓の／たべ↓もの,tabemono,food,N,,
5,天ぷら,てんぷら,てんぷら○,tenpura,tempura,N,,
5,納豆,なっとう,なっと↓う,nattoo,natto (fermented soybeans),N,,
5,何,なに,な↓に,nani,what,N,疑問表現,
5,ラーメン,ラーメン,ラ↓ーメン,raamen,ramen noodles,N,,
5,わさび,わさび,わ↓さび,wasabi,wasabi (Japanese horseradish),N,,
5,いえ／いいえ,いえ／いいえ,いえ○／いいえ○,ie / iie,no,,,
5,お酒,おさけ,おさけ○,osake,alcohol / sake,N,,
5,お茶,おちゃ,おちゃ○,ocha,tea / Japanese tea,N,,
5,紅茶,こうちゃ,こうちゃ○,koocha,black tea,N,,
5,コーヒー,コーヒー,コーヒ↓ー,koohii,coffee,N,,
5,コーラ,コーラ,コ↓ーラ,koora,cola,N,,
5,いえ、けっこうです,いえ、けっこうです,いえ○、け↓っこうです,"ie, kekkoo desu","No, thank you.",Exp,,
5,～お願いします,～おねがいします,～おねがいしま↓す,～onegaishimasu,～ please.,Exp,,
5,はい、お願いします,はい、おねがいします,は↓い、おねがいしま↓す,"hai, onegaishimasu","Yes, please.",Exp,,
5,ジュース,ジュース,ジュ↓ース,juusu,juice,N,,
5,飲む／飲みます,のむ／のみます,の↓む／のみま↓す,nomu / nomimasu,to drink,V［1］,,
5,ビール,ビール,ビ↓ール,biiru,beer,N,,
5,水,みず,みず○,mizu,water ,N,,
5,朝ご飯,あさごはん,あさご↓はん,asa-gohan,breakfast,N,,
5,あまり,あまり,あまり○,amari,rarely,,副詞的表現,
5,いつも,いつも,い↓つも,itsumo,always,,副詞的表現,
5,オレンジジュース,オレンジジュース,オレンジジュ↓ース,orenji-juusu,orange juice,N,,
5,牛乳,ぎゅうにゅう,ぎゅうにゅう○,gyuunyuu,milk,N,,
5,果物,くだもの,くだ↓もの,kudamono,fruit,N,,
5,ご飯,ごはん,ご↓はん,gohan,cooked rice,N,,
5,え～！,え～！,え～！○,ee!,Huh?! (expresses surprise),Exp,,
5,サラダ,サラダ,サ↓ラダ,sarada,salad,N,,
5,シリアル,シリアル,シ↓リアル,shiriaru,cereal,N,,
5,スープ,スープ,ス↓ープ,suupu,soup,N,,
5,食べる／食べます,たべる／たべます,たべ↓る／たべま↓す,taberu / tabemasu,to eat,V［2］,,
5,卵,たまご,たま↓ご,tamago,egg,N,,
5,トマトジュース,トマトジュース,トマトジュ↓ース,tomato-juusu,tomato juice,N,,
5,パン,パン,パ↓ン,pan,bread,N,,
5,みそ汁,みそしる,みそし↓る,misoshiru,miso soup,N,,
5,ヨーグルト,ヨーグルト,ヨーグ↓ルト,yooguruto,yoghurt,N,,
5,よく,よく,よ↓く,yoku,often,,副詞的表現,
5,りんごジュース,りんごジュース,りんごジュ↓ース,ringo-juusu,apple juice,N,,
5,今日,きょう,きょ↓う,kyoo,today,N,,
5,いただきます,いただきます,いただきま↓す,itadakimasu,Thank you for the food ! (polite expression said before a meal),Exp,,
6,アイスクリーム,アイスクリーム,アイスクリ↓ーム,aisukuriimu,ice cream,N,,
6,アイスコーヒー,アイスコーヒー,アイスコーヒ↓ー／アイスコ↓ーヒー,aisu-koohii,iced coffee,N,,
6,アップルパイ,アップルパイ,アップル↓パイ,appurupai,apple pie,N,,
6,ウーロン茶,ウーロンちゃ,ウーロ↓ンちゃ,uuroncha,oolong tea,N,,
6,S,エス,エ↓ス,esu,small,N,,
6,M,エム,エ↓ム,emu,medium,N,,
6,L,エル,エ↓ル,eru,large,N,,
6,コカコーラ,コカコーラ,コカコ↓ーラ,koka-koora,Coca-Cola,N,固有名詞,
6,セット,セット,セ↓ット,setto,set,N,,
6,ダブル,ダブル,ダ↓ブル,daburu,double,N,,
6,単品,たんぴん,たんぴん○,tanpin,single item,N,,
6,チーズ,チーズ,チ↓ーズ,chiizu,cheese,N,,
6,チキン,チキン,チ↓キン,chikin,chicken,N,,
6,デザート,デザート,デザ↓ート,dezaato,dessert,N,,
6,てりやき,てりやき,てりやき○,teriyaki,teriyaki,N,,
6,ドリンク,ドリンク,ドリ↓ンク／ドリンク○,dorinku,drink,N,,
6,～バーガー　（ダブルバーガー）,～バーガー  （ダブルバーガー）,～バ↓ーガー  （ダブルバ↓ーガー）,～baagaa　(daburu baagaa),～ burger　(e.g. double burger),N,,
6,ハンバーガー,ハンバーガー,ハンバ↓ーガー,hanbaagaa,hamburger,N,,
6,フィッシュ,フィッシュ,フィ↓ッシュ,fisshu,fish,N,,
6,フライドポテト,フライドポテト,フライドポ↓テト,furaido-poteto,French fries / fried potatoes,N,,
6,ホットコーヒー,ホットコーヒー,ホットコーヒ↓ー／ホットコ↓ーヒー,hotto-koohii,hot coffee,N,,
6,サイズ,サイズ,サイズ○／サ↓イズ,saizu,size,N,,
6,いらっしゃいませ,いらっしゃいませ,いらっしゃいま↓せ,irasshaimase,Welcome.,Exp,,
6,おうかがいします,おうかがいします,おうかがいしま↓す,oukagaishimasu,Can I take your order? (polite expression),Exp,,
6,お持ち帰りですね,おもちかえりですね,おもちかえりで↓すね,omochikaeri desu ne,"That's to take out, right? (polite expression)",Exp,,
6,～ください,～ください,～くださ↓い,～kudasai,Give me ～.,Exp,,
6,ここで,ここで,ここで○,koko de,"Eat in, please.",Exp,,
6,こちらでおめしあがりですか？,こちらでおめしあがりですか？,こちらでおめしあがりで↓すか？,kochira de omeshiagari desu ka?,Would you like to eat in? (polite expression),Exp,,
6,テイクアウトで,テイクアウトで,テイクア↓ウトで,teikuauto de,"To takeout, please.",Exp,,
6,何になさいますか？,なにになさいますか？,な↓にになさいま↓すか？,nani ni nasaimasu ka?,What would you like? (polite expression),Exp,,
6,うーん,うーん,うーん○,uun,Well...　(expresses that the speaker is not sure and is thinking),Exp,,
6,おいしいです,おいしいです,おいし↓いです,oishii desu,It's delicious.,Exp,,
6,ここ、いいですか？,ここ、いいですか？,ここ○、い↓いですか？,"koko, ii desuka?",Can I sit here?,Exp,,
6,どうですか？,どうですか？,ど↓うですか？,doo desu ka?,How is it?,Exp,,
6,～にします,～にします,～にしま↓す,～ni shimasu,I'll have ～.,Exp,,
6,あと,あと,あ↓と,ato,and / also,,接続表現,
6,ある／あります,ある／あります,あ↓る／ありま↓す,aru / arimasu,to have,V［1］,,
6,いくつ,いくつ,い↓くつ,ikutsu,how many (asking quantity),N,疑問表現,
6,5つ,いつつ,いつ↓つ,itsutsu,five (for things),N,,
6,ウーロンハイ,ウーロンハイ,ウーロ↓ンハイ,uuronhai,oolong tea-flavored chu-hi,N,,
6,枝豆,えだまめ,えだまめ○,edamame,edamame (green soybeans in the pod),N,,
6,お魚,おさかな,おさかな○,osakana,fish,N,,
6,おしぼり,おしぼり,おし↓ぼり,oshibori,wet hand towel,N,,
6,おつまみ,おつまみ,おつ↓まみ,otsumami,snacks,N,,
6,お肉,おにく,おに↓く,oniku,meat,N,,
6,唐揚げ,からあげ,からあげ○,karaage,deep-fried,N,,
6,カルピス,カルピス,カ↓ルピス,karupisu,Calpis,N,,
6,カルピスハイ,カルピスハイ,カルピス↓ハイ,karupisuhai,Calpis-flavored chu-hi,N,,
6,グラス,グラス,グラス○,gurasu,glass,N,,
6,ケチャップ,ケチャップ,ケチャ↓ップ／ケ↓チャップ,kechappu,ketchup,N,,
6,9つ,ここのつ,ここ↓のつ,kokonotsu,nine (for things),N,,
6,サイコロステーキ,サイコロステーキ,サイコロステ↓ーキ,saikoro-suteeki,diced steak,N,,
6,刺身,さしみ,さしみ↓,sashimi,sashimi (sliced raw fish),N,,
6,しおから,しおから,しおか↓ら／しおから○,shiokara,shiokara (pickled seafood),N,,
6,焼酎,しょうちゅう,しょうちゅ↓う,shoochuu,shochu (Japanese distilled liquor),N,,
6,スプーン,スプーン,スプ↓ーン,supuun,spoon,N,,
6,お問い合わせください,おといあわせください,おといあわせくださ↓い,otoiawase-kudasai,Please ask. (polite expression),Exp,,
6,お持ちします,おもちします,おもちしま↓す,omochi-shimasu,I'll bring them to you. (polite expression used by staff),Exp,,
6,すみません,すみません,すみませ↓ん,sumimasen,Excuse me. (used when the speaker wants to start talking to someone),Exp,,
6,ソフトドリンク,ソフトドリンク,ソフトドリ↓ンク,sofuto-dorinku,soft drink,N,,
6,たこわさ,たこわさ,たこわさ○,takowasa,takowasa (raw octopus seasoned with wasabi),N,,
6,酎ハイ,ちゅうハイ,ちゅうハイ○,chuuhai,chu-hi (Japanese distilled liquor mixed with soda water),N,,
6,～点盛  （7点盛）,～てんもり　（ななてんもり）,～てんもり○　（ななてんもり○）,～ten-mori　(nana-ten-mori),set of ～ items　(set of seven items),N,,
6,特製つくね,とくせいつくね,とくせいつ↓くね,tokusee-tsukune,special tsukune (meatballs),N,,
6,とり,とり,とり○,tori,chicken,N,,
6,取り皿,とりざら,とり↓ざら,torizara,individual plate,N,,
6,7つ,ななつ,なな↓つ,nanatsu,seven (for things),N,,
6,生ビール,なまビール,なまビ↓ール,nama-biiru,draft beer,N,,
6,日本酒,にほんしゅ,にほんしゅ○,nihonshu,sake (Japanese rice wine),N,,
6,馬刺,ばさし,ばさし○,basashi,basashi (horse meat sashimi),N,,
6,はし／おはし,はし／おはし,は↓し／おは↓し,hashi / ohashi,chopsticks,N,,
6,1つ,ひとつ,ひと↓つ,hitotsu,one (for thing),N,,
6,冷やしトマト,ひやしトマト,ひやしト↓マト,hiyashi-tomato,chilled tomatoes,N,,
6,冷奴,ひややっこ,ひやや↓っこ,hiyayakko,cold tofu,N,,
6,2つ,ふたつ,ふたつ↓,futatsu,two (for things) ,N,,
6,マヨネーズ,マヨネーズ,マヨネ↓ーズ,mayoneezu,mayonnaise,N,,
6,3つ,みっつ,みっつ↓,mittsu,three (for things),N,,
6,6つ,むっつ,むっつ↓,muttsu,six (for things),N,,
6,メニュー,メニュー,メ↓ニュー,menyuu,menu,N,,
6,盛り合わせ,もりあわせ,もりあわせ○,moriawase,assortment,N,,
6,焼魚,やきざかな,やきざ↓かな,yakizakana,grilled fish,N,,
6,焼き鳥／焼鳥,やきとり,やきとり○,yakitori,yakitori (grilled chicken),N,,
6,8つ,やっつ,やっつ↓,yattsu,eight (for things),N,,
6,4つ,よっつ,よっつ↓,yottsu,four (for things),N,,
6,緑茶,りょくちゃ,りょくちゃ○,ryokucha,green tea,N,,
6,緑茶ハイ,りょくちゃハイ,りょくちゃ↓ハイ,ryokuchahai,green tea-flavored chu-hi,N,,
6,レモンハイ,レモンハイ,レモ↓ンハイ,remonhai,lemon-flavored chu-hi,N,,
6,居酒屋,いざかや,いざかや○,izakaya,izakaya (Japanese-style pub),N,,
6,うどん,うどん,うどん○,udon,udon noodles,N,,
6,カレー,カレー,カレー○,karee,curry ,N,,
6,牛丼,ぎゅうどん,ぎゅうどん○,gyuudon,beef bowl,N,,
6,すし,すし,すし↓,sushi,sushi,N,,
6,そば,そば,そ↓ば,soba,soba noodles,N,,
6,ラーメン,ラーメン,ラ↓ーメン,raamen,ramen noodles,N,,
7,1階,いっかい,いっかい○,ikkai,first floor,N,,
7,居間,いま,いま↓,ima,living room,N,,
7,お風呂,おふろ,おふ↓ろ,ofuro,bathroom,N,,
7,階段,かいだん,かいだん○,kaidan,stairs,N,,
7,管理人室,かんりにんしつ,かんりに↓んしつ,kanrininshitsu,building manager's office,N,,
7,キッチン,キッチン,キ↓ッチン,kicchin,kitchen,N,,
7,くつ,くつ,くつ↓,kutsu,shoes,N,,
7,玄関,げんかん,げ↓んかん,genkan,entrance,N,,
7,ご飯,ごはん,ご↓はん,gohan,food　/　meal,N,,
7,食堂,しょくどう,しょくどう○,shokudoo,cafeteria,N,,
7,お世話になります,おせわになります,おせ↓わになります,osewa ni narimasu,I'll be in your care. (polite expression used when meeting someone who will look after you),Exp,,
