課,見出し,読み,アクセント,ローマ字,英訳,品詞,補足情報,サブ活動
7,脱いでください,ぬいでください,ぬ↓いでくださ↓い,nuide kudasai,Please take them off.,Exp,,
7,入ってください,はいってください,は↓いってくださ↓い,haitte kudasai,Please come in.,Exp,,
7,台所,だいどころ,だいどころ○,daidokoro,kitchen,N,,
7,トイレ,トイレ,ト↓イレ,toire,toilet,N,,
7,2階,にかい,にかい○,ni-kai,second floor,N,,
7,庭,にわ,にわ○,niwa,garden,N,,
7,脱ぐ／脱ぎます,ぬぐ／ぬぎます,ぬ↓ぐ／ぬぎま↓す,nugu / nugimasu,to take off,V［1］,,
7,入る／入ります,はいる／はいります,は↓いる／はいりま↓す,hairu / hairimasu,to come in,V［1］,,
7,バルコニー,バルコニー,バルコ↓ニー／バル↓コニー／バ↓ルコニー,barukonii,balcony,N,,
7,部屋,へや,へや↓,heya,room,N,,
7,ベランダ,ベランダ,ベランダ○,beranda,veranda,N,,
7,リビング,リビング,リ↓ビング,ribingu,living room,N,,
7,いす,いす,いす○,isu,chair,N,,
7,エアコン,エアコン,エアコン○,eakon,air-conditioner,N,,
7,炊飯器,すいはんき,すいは↓んき,suihanki,rice-cooker,N,,
7,洗濯機,せんたくき,せんたく↓き,sentakuki,washing machine,N,,
7,使ってください,つかってください,つかってくださ↓い,tsukatte kudasai,Please use it.,Exp,,
7,使う／使います,つかう／つかいます,つかう○／つかいま↓す,tsukau / tsukaimasu,to use,V［1］,,
7,テーブル,テーブル,テーブル○,teeburu,table,N,,
7,テレビ,テレビ,テ↓レビ,terebi,television,N,,
7,電子レンジ,でんしレンジ,でんしレ↓ンジ,denshi-renji,microwave,N,,
7,トースター,トースター,ト↓ースター,toosutaa,toaster,N,,
7,ない,ない,な↓い,nai,I don't / no (negative of ある),イA,,
7,ふとん,ふとん,ふとん○,futon,futon (Japanese bedding),N,,
7,ベッド,ベッド,ベ↓ッド,beddo,bed,N,,
7,みんなで,みんなで,みんな↓で,minna de,with everybody,,,
7,冷蔵庫,れいぞうこ,れいぞ↓うこ,reezooko,refrigerator,N,,
7,Wi-Fi,ワイファイ,ワイファイ○,wai-fai,Wi-Fi,N,,
7,新しい,あたらしい,あたらし↓い,atarashii,new,イA,,
7,家,いえ,いえ↓,ie,house,N,,
7,うち,うち,うち○,uchi,home,N,,
7,うるさい,うるさい,うるさ↓い,urusai,noisy,イA,,
7,大きい,おおきい,おおき↓い,ookii,large,イA,,
7,きたない,きたない,きたな↓い,kitanai,untidy,イA,,
7,きれい（な）,きれい（な）,き↓れい（な）,kiree (na),tidy,ナA,,
7,～区　（南区）,～く　（みなみく）,～く　（みなみ↓く）,～ku　(minami-ku),～ Ward　(e.g. Minami Ward),,接頭/接尾,
7,静か（な）,しずか（な）,し↓ずか（な）,shizuka (na),quiet,ナA,,
7,せまい,せまい,せま↓い,semai,cramped,イA,,
7,いいですね,いいですね,い↓いですね,ii desu ne,That's nice.,Exp,,
7,どう？,どう？,ど↓う？,doo?,How is it? (a casual way of saying どうですか？),Exp,,
7,ふーん,ふーん,ふーん○,fuun,Hmm… (casually indicates that the speaker is listening to the other person),Exp,,
7,小さい,ちいさい,ちいさ↓い,chiisai,small,イA,,
7,近く,ちかく,ち↓かく,chikaku,close,N,,
7,ちょっと,ちょっと,ちょ↓っと,chotto,a little,,副詞的表現,
7,でも,でも,で↓も,demo,but,,接続表現,
7,どう,どう,ど↓う,doo,how,,疑問表現,
7,とても,とても,とても○,totemo,very,,副詞的表現,
7,広い,ひろい,ひろ↓い,hiroi,spacious,イA,,
7,古い,ふるい,ふる↓い,furui,old,イA,,
7,アパート,アパート,アパ↓ート,apaato,apartment,N,,
7,一戸建て,いっこだて,いっこだて○,ikkodate,detached house,N,,
7,お寺,おてら,おてら○,otera,temple,N,,
7,学校,がっこう,がっこう○,gakkoo,school,N,,
7,公園,こうえん,こうえん○,kooen,park,N,,
7,シェアハウス,シェアハウス,シェアハ↓ウス,shea-hausu,shared house,N,,
7,すごい,すごい,すご↓い,sugoi,amazing,イA,,
7,すごいですね,すごいですね,すご↓いですね,sugoi desu ne,That's amazing.,Exp,,
7,マンション,マンション,マ↓ンション,manshon,condominium,N,,
7,寮,りょう,りょ↓う,ryoo,dormitory,N,,
7,一時停止,いちじていし,いち↓じていし／いちじて↓いし,ichiji-teeshi,pause,N,,［1］洗濯機
7,入れる／入,いれる,いれる○,ireru,to turn on / ON,V［2］,,［1］洗濯機
7,おいそぎ,おいそぎ,おいそぎ○,oisogi,quick wash,N,,［1］洗濯機
7,温度,おんど,お↓んど,ondo,temperature,N,,［2］エアコン
7,風向,かざむき／ふうこう,かざむき○／ふうこう○,kazamuki / fuukoo,wind direction,N,,［2］エアコン
7,切る／切,きる,き↓る,kiru,to turn off / OFF,V［1］,,［1］洗濯機
7,コース,コース,コ↓ース,koosu,mode,N,,［1］洗濯機
7,自動,じどう,じどう○,jidoo,automatic,N,,［2］エアコン
7,除湿,じょしつ,じょしつ○,joshitsu,dehumidify,N,,［2］エアコン
7,水量,すいりょう,すいりょう○,suiryoo,water volume,N,,［1］洗濯機
7,スタート,スタート,スタ↓ート,sutaato,start,N,,［1］洗濯機
7,槽洗浄,そうせんじょう,そうせ↓んじょう,soosenjoo,drum cleaning,N,,［1］洗濯機
7,タイマー,タイマー,タ↓イマー,taimaa,timer,N,,［2］エアコン
7,暖房,だんぼう,だんぼう○,danboo,heat,N,,［2］エアコン
7,手洗い,てあらい,てあ↓らい,tearai,hand wash,N,,［1］洗濯機
7,停止,ていし,ていし○,teeshi,stop,N,,［2］エアコン
7,電源,でんげん,でんげん○,dengen,power supply,N,,［1］洗濯機
7,ドライ,ドライ,ドラ↓イ,dorai,delicate wash,N,,［1］洗濯機
7,取消,とりけし,とりけし○,torikeshi,cancel,N,,［2］エアコン
7,残り,のこり,のこり↓,nokori,remaining,N,,［1］洗濯機
7,標準,ひょうじゅん,ひょうじゅん○,hyoojun,standard,N,,［1］洗濯機
7,風量,ふうりょう,ふうりょ↓う／ふうりょう○,fuuryoo,wind speed,N,,［2］エアコン
7,毛布,もうふ,も↓うふ,moofu,blankets,N,,［1］洗濯機
7,予約,よやく,よやく○,yoyaku,timer,N,,［1］洗濯機
7,冷房,れいぼう,れいぼう○,reeboo,cool,N,,［2］エアコン
8,打ち合わせをする／します,うちあわせをする／します,うちあわせをする○／しま↓す,uchiawase o suru / shimasu,to do meeting,V［3］,,
8,お茶をいれる／いれます,おちゃをいれる／いれます,おちゃをいれる○／いれま↓す,ocha o ireru / iremasu,to make tea,V［2］,,
8,会議室,かいぎしつ,かいぎ↓しつ,kaigishitsu,conference room,N,,
8,着替える／着替えます,きがえる／きがえます,きが↓える／きがえ↓る／きがえま↓す,kigaeru / kigaemasu,to change (clothing),V［2］,,
8,喫煙所,きつえんじょ,きつえんじょ○,kitsuenjo,smoking room / smoking area,N,,
8,給湯室,きゅうとうしつ,きゅうと↓うしつ,kyuutooshitsu,kitchenette,N,,
8,更衣室,こういしつ,こうい↓しつ,kooishitsu,changing room,N,,
8,ご飯を食べる／食べます,ごはんをたべる／たべます,ご↓はんをたべ↓る／たべま↓す,gohan o taberu / tabemasu,to have meal,V［2］,,
8,食堂,しょくどう,しょくどう○,shokudoo,cafeteria,N,,
8,倉庫,そうこ,そ↓うこ,sooko,storeroom　,N,,
8,男性,だんせい,だんせい○,dansee,men,N,,
8,いる／います,いる／います,いる○／いま↓す,iru / imasu,to be present,V［2］,,
8,探してみます,さがしてみます,さがしてみま↓す,sagashite mimasu,I'll try to look.,Exp,,
8,たぶん,たぶん,た↓ぶん,tabun,probably,,副詞的表現,
8,～ね　（いませんね）,～ね　（いませんね）,～ね　（いませ↓んね）,～ne　(imasen ne),(used when sharing  information with someone),,文末表現,
8,～よ　（いるよ）,～よ　（いるよ）,～よ　（いる○よ）,～yo　(iru yo),(used when telling someone information they did not know),,文末表現,
8,あそこ,あそこ,あそこ○,asoko,over there,N,指示表現,
8,上,うえ,うえ○／～（の）うえ↓,ue,above,N,,
8,ガムテープ,ガムテープ,ガムテ↓ープ,gamu-teepu,duct tape,N,,
8,ここ,ここ,ここ○,koko,here,N,指示表現,
8,コピー機,コピーき,コピ↓ーき,kopiiki,copy machine,N,,
8,ごみ箱,ごみばこ,ごみば↓こ,gomibako,garbage can,N,,
8,下,した,した○／～（の）した↓,shita,below,N,,
8,そこ,そこ,そこ○,soko,there,N,指示表現,
8,ありました,ありました,ありま↓した,arimashita,It's here. (used when you have found something you were looking for),Exp,,
8,机,つくえ,つくえ○,tsukue,desk,N,,
8,中,なか,な↓か,naka,inside,N,,
8,のり,のり,のり↓,nori,glue,N,,
8,箱,はこ,はこ○,hako,box,N,,
8,はさみ,はさみ,はさみ↓／はさ↓み,hasami,scissors,N,,
8,引き出し,ひきだし,ひきだし○,hikidashi,drawer,N,,
8,FAX,ファックス,ファ↓ックス,fakkusu,fax,N,,
8,横,よこ,よこ○,yoko,beside,N,,
8,応接室,おうせつしつ,おうせつ↓しつ,oosetsushitsu,reception room,N,,
8,事務室,じむしつ,じむ↓しつ,jimushitsu,office,N,,
9,朝,あさ,あ↓さ,asa,morning,N,,
9,1時,いちじ,いち↓じ,ichi-ji,one o'clock,N,,
9,今,いま,い↓ま,ima,now,N,,
9,ええ,ええ,え↓え,ee,yes,,,
9,お祈り,おいのり,おいのり○,oinori,prayer,N,,
9,起きる／起きます,おきる／おきます,おき↓る／おきま↓す,okiru / okimasu,to wake up,V［2］,,
9,遅い,おそい,おそい○／おそ↓い,osoi,late,イA,,
9,音楽,おんがく,お↓んがく,ongaku,music,N,,
9,聞く／聞きます,きく／ききます,きく○／ききま↓す,kiku / kikimasu,to listen,V［1］,,
9,9時,くじ,く↓じ,ku-ji,nine o'clock,N,,
9,ゲーム,ゲーム,ゲ↓ーム,geemu,games,N,,
9,午後,ごご,ご↓ご,gogo,p.m.,N,,
9,5時,ごじ,ご↓じ,go-ji,five o'clock,N,,
9,午前,ごぜん,ご↓ぜん,gozen,a.m.,N,,
9,～ごろ,～ごろ,～ご↓ろ,～goro,around ～,,接頭/接尾,
9,3時,さんじ,さ↓んじ,san-ji,three o'clock,N,,
9,30分,さんじゅっぷん,さんじゅ↓っぷん,sanjuppun,～ :30 / half past ～,N,,
9,～時 ,～じ,～じ,～ji,～ o'clock,,接頭/接尾,
9,7時,しちじ,しち↓じ,shichi-ji,seven o'clock,N,,
9,11時,じゅういちじ,じゅういち↓じ,juu-ichi-ji,eleven o'clock,N,,
9,15分,じゅうごふん,じゅうご↓ふん,juu-go-fun,～ :15 / quarter past ～,N,,
9,10時,じゅうじ,じゅ↓うじ,juu-ji,ten o'clock,N,,
9,12時,じゅうにじ,じゅうに↓じ,juu-ni-ji,twelve o'clock,N,,
9,ジョギング,ジョギング,ジョギング○,jogingu,jogging,N,,
9,する／します,する／します,する○／しま↓す,suru / shimasu,to do,V［3］,,
9,だいたい,だいたい,だいたい○,daitai,about / around,,副詞的表現,
9,遅いですね,おそいですね,おそ↓いですね,osoi desu ne,That's late.,Exp,,
9,早いですね,はやいですね,はや↓いですね,hayai desu ne,That's early.,Exp,,
9,何時,なんじ,な↓んじ,nan-ji,what time,N,疑問表現,
9,2時,にじ,に↓じ,ni-ji,two o'clock,N,,
9,ネット,ネット,ネット○,netto,Internet,N,,
9,寝る／寝ます,ねる／ねます,ねる○／ねま↓す,neru / nemasu,to sleep,V［2］,,
9,8時,はちじ,はち↓じ,hachi-ji,eight o'clock,N,,
9,早い,はやい,はや↓い,hayai,early,イA,,
9,半,はん,は↓ん,han,～ :30 / half past ～,N,,
9,昼,ひる,ひる↓,hiru,afternoon,N,,
9,～分,～ふん／ぷん,～ふん／ぷん,～fun / pun,～ minutes (indicate the time),,接頭/接尾,
9,勉強する／勉強します,べんきょうする／べんきょうします,べんきょうする○／べんきょうしま↓す,benkyoo-suru / benkyoo-shimasu,to study,V［3］,,
9,毎朝,まいあさ,ま↓いあさ／まいあさ○,maiasa,every morning,N,,
9,毎日,まいにち,ま↓いにち／まいにち○,mainichi,every day,N,,
9,見る／見ます,みる／みます,み↓る／みま↓す,miru / mimasu,to watch,V［2］,,
9,4時,よじ,よ↓じ,yo-ji,four o'clock,N,,
9,夜,よる,よ↓る,yoru,night,N,,
9,45分,よんじゅうごふん,よ↓んじゅう△ご↓ふん,yonjuu-go-fun,～ :45 / quarter to ～,N,,
9,6時,ろくじ,ろく↓じ,roku-ji,six o'clock,N,,
9,1日,いちにち,いちにち↓,ichinichi,for the day,N,,
9,残業,ざんぎょう,ざんぎょう○,zangyoo,overtime,N,,
9,仕事,しごと,しごと○,shigoto,work,N,,
9,スケジュール,スケジュール,スケ↓ジュール,sukejuuru,schedule,N,,
9,説明する／説明します,せつめいする／せつめいします,せつめいする○／せつめいしま↓す,setsumee-suru / setsumee-shimasu,to explain,V［3］,,
9,朝礼,ちょうれい,ちょうれい○,chooree,morning assembly,N,,
9,ときどき,ときどき,ときどき○,tokidoki,sometimes,,副詞的表現,
9,はじめに,はじめに,はじめに○,hajimeni,first,,副詞的表現,
9,昼休み,ひるやすみ,ひるや↓すみ,hiruyasumi,lunch break,N,,
9,休み時間,やすみじかん,やすみじ↓かん,yasumijikan,break time,N,,
9,外出,がいしゅつ,がいしゅつ○,gaishutsu,out,N,,
9,銀行,ぎんこう,ぎんこう○,ginkoo,bank,N,,
9,行動,こうどう,こうどう○,koodoo,activity,N,,
9,在,ざい,ざ↓い,zai,present,N,,
9,氏名,しめい,し↓めい,shimee,full name,N,,
9,早退,そうたい,そうたい○,sootai,left early,N,,
9,遅刻,ちこく,ちこく○,chikoku,late,N,,
9,不在,ふざい,ふざい○,fuzai,absent,N,,
9,休み,やすみ,やすみ↓,yasumi,off,N,,
9,予定表,よていひょう,よていひょう○,yoteehyoo,schedule board,N,,
9,いい,いい,い↓い,ii,good,イA,,
9,行く／行きます,いく／いきます,いく○／いきま↓す,iku / ikimasu,to go,V［1］,,
9,いつ,いつ,い↓つ,itsu,when,N,疑問表現,
9,映画,えいが,えいが○／え↓いが,eega,movie,N,,
9,火曜日／火,かようび／か,かよ↓うび／か↓,ka-yoobi / ka,Tuesday,N,,
9,金曜日／金,きんようび／きん,きんよ↓うび／き↓ん,kin-yoobi / kin,Friday,N,,
9,月曜日／月,げつようび／げつ,げつよ↓うび／げ↓つ,getsu-yoobi / getsu,Monday,N,,
9,ご飯,ごはん,ご↓はん,gohan,food　/　meal,N,,
9,水曜日／水,すいようび／すい,すいよ↓うび／す↓い,sui-yoobi / sui,Wednesday,N,,
9,だいじょうぶ（な）,だいじょうぶ（な）,だいじょ↓うぶ（な）,daijoobu (na),fine,ナA,,
9,～にしましょう,～にしましょう,～にしましょ↓う,～ni shimashoo,Let's do it on ～.,Exp,,
9,だめ（な）,だめ（な）,だめ↓（な）,dame (na),no good,ナA,,
9,土曜日／土,どようび／ど,どよ↓うび／ど↓,do-yoobi / do,Saturday,N,,
9,何曜日,なんようび,なんよ↓うび,nan-yoobi,which day of the week,N,疑問表現,
9,日曜日／日,にちようび／にち,にちよ↓うび／に↓ち,nichi-yoobi / nichi,Sunday,N,,
9,プール,プール,プ↓ール,puuru,swimming pool,N,,
9,木曜日／木,もくようび／もく,もくよ↓うび／も↓く,moku-yoobi / moku,Thursday,N,,
10,ごみ,ごみ,ごみ↓,gomi,garbage,N,,
10,段ボール,だんボール,だんボ↓ール,danbooru,cardboard,N,,
10,置いて（ください）,おいて（ください）,おいて（くださ↓い）,oite (kudasai),(Please) put it down.,Exp,,
10,片付けて（ください）,かたづけて（ください）,かたづ↓けて（くださ↓い）,katazukete (kudasai) ,(Please) tidy it up.,Exp,,
10,閉めて（ください）,しめて（ください）,し↓めて（くださ↓い）,shimete (kudasai) ,(Please) close it.,Exp,,
10,捨てて（ください）,すてて（ください）,すてて（くださ↓い）,sutete (kudasai),(Please) throw it away.,Exp,,
10,手伝って（ください）,てつだって（ください）,てつだ↓って（くださ↓い）,tetsudatte (kudasai),(Please) help.,Exp,,
10,取って（ください）,とって（ください）,と↓って（くださ↓い）,totte (kudasai) ,(Please) take it.,Exp,,
10,並べて（ください）,ならべて（ください）,ならべて（くださ↓い）,narabete (kudasai),(Please) arrange it.,Exp,,
10,持って行って（ください）,もっていって（ください）,もってい↓って（くださ↓い）,motte-itte (kudasai) ,(Please) take it there.,Exp,,
10,持って来て（ください）,もってきて（ください）,もってき↓て（くださ↓い）,motte-kite (kudasai) ,(Please) bring it here.,Exp,,
10,ドライバー,ドライバー,ドライバー○,doraibaa,screwdriver,N,,
10,プロジェクタ,プロジェクタ,プロジェクタ○,purojekuta,projector,N,,
10,窓,まど,ま↓ど,mado,window,N,,
10,リモコン,リモコン,リモコン○,rimokon,remote controller,N,,
10,あとで,あとで,あ↓とで,ato de,later,,副詞的表現,
10,コピー,コピー,コ↓ピー,kopii,copy,N,,
10,19時,じゅうくじ,じゅうく↓じ,juu-ku-ji,7:00 p.m.,N,,
10,15時,じゅうごじ,じゅうご↓じ,juu-go-ji,3:00 p.m.,N,,
10,13時,じゅうさんじ,じゅうさ↓んじ,juu-san-ji,1:00 p.m.,N,,
10,17時,じゅうしちじ,じゅうしち↓じ,juu-shichi-ji,5:00 p.m.,N,,
10,18時,じゅうはちじ,じゅうはち↓じ,juu-hachi-ji,6:00 p.m.,N,,
10,14時,じゅうよじ,じゅうよ↓じ,juu-yo-ji,2:00 p.m.,N,,
10,16時,じゅうろくじ,じゅうろく↓じ,juu-roku-ji,4:00 p.m.,N,,
10,来てください,きてください,き↓てくださ↓い,kite kudasai,Please come.,Exp,,
10,もしもし,もしもし,も↓しもし,moshi moshi,Hello. (on the phone),Exp,,
10,隣,となり,となり○,tonari,next to,N,,
10,21時,にじゅういちじ,に↓じゅう△いち↓じ,nijuu-ichi-ji,9:00 p.m.,N,,
10,23時,にじゅうさんじ,に↓じゅう△さ↓んじ,nijuu-san-ji,11:00 p.m.,N,,
10,20時,にじゅうじ,にじゅ↓うじ,nijuu-ji,8:00 p.m.,N,,
10,22時,にじゅうにじ,に↓じゅう△に↓じ,nijuu-ni-ji,10:00 p.m.,N,,
10,～枚,～まい,～まい,～mai,～ sheets,,接頭/接尾,
10,～までに,～までに,～ま↓でに,～made ni,by ～,,,
10,0時,れいじ,れ↓いじ,ree-ji,12:00 midnight,N,,
10,折り返し,おりかえし,おりかえし○,orikaeshi,return (a call),N,,③
10,すぐに,すぐに,す↓ぐに,suguni,immediately,,副詞的表現,①
10,第～　（第2）,だい～　（だいに）,だい～　（だいに○）,dai～  (dai-ni),no.～　(e.g. no. 2),,接頭/接尾,①
10,電話がありました,でんわがありました,でんわがありま↓した,denwa ga arimashita,Someone called.,Exp,,③
10,電話する／電話します,でんわする／でんわします,でんわする○／でんわしま↓す,denwa-suru / denwa-shimasu,to telephone,V［3］,,③
10,電話してください,でんわしてください,でんわしてくださ↓い,denwa-shite kudasai,Please telephone.,Exp,,③
10,～部　（100部）,～ぶ　（ひゃくぶ）,～ぶ　（ひゃく↓ぶ）,～bu　(hyaku-bu),～ copies　(e.g. 100 copies),,接頭/接尾,②
10,えんぴつ,えんぴつ,えんぴつ○,enpitsu,pencil,N,,
10,貸す／貸します,かす／かします,かす○／かしま↓す,kasu / kashimasu,to lend,V［1］,,
10,カッター,カッター,カ↓ッター,kattaa,box cutter,N,,
10,借りる／借ります,かりる／かります,かりる○／かりま↓す,kariru / karimasu,to borrow,V［2］,,
10,充電器,じゅうでんき,じゅうで↓んき,juudenki,charger,N,,
10,電卓,でんたく,でんたく○,dentaku,calculator,N,,
10,ありますよ／あるよ,ありますよ／あるよ,ありま↓すよ／あ↓るよ,arimasu yo / aru yo,I have it.,Exp,,
10,いいよ,いいよ,い↓いよ,ii yo,Okay. (a casual way of saying いいですよ),Exp,,
10,のり,のり,のり↓,nori,glue,N,,
10,はさみ,はさみ,はさみ↓／はさ↓み,hasami,scissors,N,,
10,ふせん,ふせん,ふせん○,fusen,sticky note,N,,
10,ペン,ペン,ペ↓ン,pen,pen,N,,
10,ホチキス,ホチキス,ホ↓チキス,hochikisu,stapler,N,,
10,かみそり,かみそり,かみそ↓り,kamisori,razor,N,,②ホテルのバスルームで
10,こしょう,こしょう,こしょ↓う,koshoo,pepper,N,,①レストランで
10,コンディショナー,コンディショナー,コンディ↓ショナー,kondishonaa,conditioner,N,,②ホテルのバスルームで
10,砂糖,さとう,さと↓う,satoo,sugar,N,,①レストランで
10,塩,しお,しお↓,shio,salt,N,,①レストランで
10,シャンプー,シャンプー,シャ↓ンプー,shanpuu,shampoo,N,,②ホテルのバスルームで
10,数量,すうりょう,すうりょ↓う,suuryoo,quantity,N,,①レストランで
10,スプーン,スプーン,スプ↓ーン,supuun,spoon,N,,①レストランで
10,石けん,せっけん,せっけん○,sekken,soap,N,,②ホテルのバスルームで
10,タオル,タオル,タ↓オル,taoru,towel,N,,②ホテルのバスルームで
10,トイレットペーパー,トイレットペーパー,トイレットペ↓ーパー,toiretto-peepaa,toilet paper,N,,②ホテルのバスルームで
10,ナイフ,ナイフ,ナ↓イフ,naifu,knife,N,,①レストランで
10,はし,はし,は↓し,hashi ,chopsticks,N,,①レストランで
10,バスタオル,バスタオル,バスタ↓オル,basu-taoru,bath towel,N,,②ホテルのバスルームで
10,バスルーム,バスルーム,バスル↓ーム,basu-ruumu,bathroom,N,,②ホテルのバスルームで
10,歯ブラシ,はブラシ,はブ↓ラシ,haburashi,toothbrush,N,,②ホテルのバスルームで
10,備品リスト,びひんリスト,びひんリ↓スト,bihin-risuto,inventory,N,,①レストランで
10,品名,ひんめい,ひんめい○,hinmee,name of item,N,,①レストランで
10,フォーク,フォーク,フォ↓ーク,fooku,fork,N,,①レストランで
10,ミルク,ミルク,ミ↓ルク,miruku,milk,N,,①レストランで
11,アニメ,アニメ,ア↓ニメ／アニメ○,anime,anime (animation),N,,
11,映画,えいが,えいが○／え↓いが,eega,movie,N,,
11,音楽,おんがく,お↓んがく,ongaku,music,N,,
11,買い物,かいもの,かいもの○,kaimono,shopping,N,,
11,ゲーム,ゲーム,ゲ↓ーム,geemu,games,N,,
11,趣味,しゅみ,しゅ↓み,shumi,hobby,N,,
11,スポーツ,スポーツ,スポ↓ーツ,supootsu,sports,N,,
11,読書,どくしょ,ど↓くしょ,dokusho,reading,N,,
11,マンガ,マンガ,マンガ○,manga,manga (comic books),N,,
11,料理,りょうり,りょ↓うり,ryoori,cooking,N,,
11,アクション映画,アクションえいが,アクションえ↓いが,akushon-eega,action movie,N,,
11,SF,エスエフ,エスエフ○,esuefu,science fiction,N,,
11,クイーン,クイーン,クイ↓ーン,kuiin,Queen,N,人名,
11,クラシック,クラシック,クラシ↓ック,kurasshikku,classical,N,,
11,サッカー,サッカー,サ↓ッカー,sakkaa,soccer,N,,
11,ジャズ,ジャズ,ジャ↓ズ,jazu,jazz,N,,
11,ショパン,ショパン,ショ↓パン,shopan,Chopin,N,人名,
11,水泳,すいえい,すいえい○,suiee,swimming,N,,
11,スターウォーズ,スターウォーズ,スターウォ↓ーズ,sutaa-woozu,Star Wars,N,固有名詞,
11,大好き（な）,だいすき（な）,だ↓いすき（な）,daisuki (na),love,ナA,,
11,卓球,たっきゅう,たっきゅう○,takkyuu,table tennis,N,,
11,そうですねえ,そうですねえ,そ↓うですねえ,soo desu nee,Let's see. (used when the speaker is thinking),Exp,,
11,ドラゴンボール,ドラゴンボール,ドラゴンボ↓ール,doragon-booru,Dragon Ball,N,固有名詞,
11,どんな,どんな,ど↓んな,donna,what kind of,,疑問表現,
11,夏目漱石,なつめそうせき,なつめそ↓うせき,natsume sooseki,Natsume Soseki,N,人名,
11,バスケットボール,バスケットボール,バスケットボ↓ール,basuketto-booru,basketball,N,,
11,バドミントン,バドミントン,バドミ↓ントン,badominton,badminton,N,,
11,ハリー・ポッター,ハリー・ポッター,ハリー・ポ↓ッター,harii pottaa,Harry Potter,N,固有名詞,
11,ファンタジー,ファンタジー,ファ↓ンタジー,fantajii,fantasy,N,,
11,ホラー,ホラー,ホ↓ラー,horaa,horror,N,,
11,ミステリー,ミステリー,ミ↓ステリー,misuterii,mystery,N,,
11,村上春樹,むらかみはるき,むらかみは↓るき,murakami haruki,Murakami Haruki,N,人名,
11,ラグビー,ラグビー,ラ↓グビー,ragubii,rugby,N,,
11,恋愛映画,れんあいえいが,れんあいえ↓いが,ren'ai-eega,romantic movie,N,,
11,ロック,ロック,ロ↓ック,rokku,rock,N,,
11,あまり,あまり,あまり○,amari,rarely,,副詞的表現,
11,いつも,いつも,い↓つも,itsumo,always,,副詞的表現,
11,聞く／聞きます,きく／ききます,きく○／ききま↓す,kiku / kikimasu,to listen,V［1］,,
11,ごろごろ（する）／ごろごろ（します）,ごろごろ（する）／ごろごろ（します）,ご↓ろごろ（する）／ご↓ろごろ（します）,gorogoro (suru) / goｒoｇoro (shimasu),(to) laze around,N/V［3］,,
11,散歩,さんぽ,さんぽ○,sanpo,take a walk,N,,
11,する／します,する／します,する○／しま↓す,suru / shimasu,to do,V［3］,,
11,ぜんぜん,ぜんぜん,ぜんぜん○,zenzen,(not) at all,,副詞的表現,
11,洗濯,せんたく,せんたく○,sentaku,laundry,N,,
11,掃除,そうじ,そうじ○,sooji,cleaning,N,,
11,外,そと,そ↓と,soto,outside,N,,
11,たいてい,たいてい,たいてい○,taitee,usually,,副詞的表現,
11,テニス,テニス,テ↓ニス,tenisu,tennis,N,,
11,テレビ,テレビ,テ↓レビ,terebi,television,N,,
11,えらいですね,えらいですね,えら↓いですね,erai desu ne,That's admirable.,Exp,,
11,～かなあ,～かなあ,～かな↓あ,～kanaa, I wonder ～ （expresses that the speaker is thinking as they talk）,Exp,,
11,ときどき,ときどき,ときどき○,tokidoki,sometimes,,副詞的表現,
11,パチンコ,パチンコ,パチンコ○,pachinko,pachinko,N,,
11,1人で,ひとりで,ひと↓りで,hitori de,on my own,,,
11,勉強する／勉強します,べんきょうする／べんきょうします,べんきょうする○／べんきょうしま↓す,benkyoo-suru / benkyoo-shimasu,to study,V［3］,,
11,本,ほん,ほ↓ん,hon,book,N,,
11,見る／見ます,みる／みます,み↓る／みま↓す,miru / mimasu,to watch,V［2］,,
11,休みの日,やすみのひ,やすみのひ↓,yasumi no hi,day off,N,,
11,ゆっくりする／ゆっくりします,ゆっくりする／ゆっくりします,ゆっく↓りする／ゆっく↓りします,yukkuri-suru / yukkuri-shimasu,to relax,V［3］,,
11,よく,よく,よ↓く,yoku,often,,副詞的表現,
11,読む／読みます,よむ／よみます,よ↓む／よみま↓す,yomu / yomimasu,to read,V［1］,,
11,ショッピング,ショッピング,ショ↓ッピング,shoppingu,shopping,N,,
11,投稿,とうこう,とうこう○,tookoo,post,N,,
11,ファッション,ファッション,ファ↓ッション,fasshon,fashion,N,,
11,フォロー中,フォローちゅう,フォローちゅう○,foroochuu,following,N,,
11,フォロワー,フォロワー,フォロワー○,forowaa,follower,N,,
11,募集中,ぼしゅうちゅう,ぼしゅうちゅう○,boshuuchuu,looking for ～,N,,
